policy_id,insured_id,gender,birth_year,issue_age,issue_date,issue_year,valuation_date,valuation_year,product_type,policy_term,policy_duration,face_amount,annual_premium,payment_mode,smoking_status,risk_class,policy_status,account_value,claim_flag
P000355,I00254,F,1998,21,2019-12-09,2019,2026-12-31,2026,Whole Life,99,7,1500000,23000,Semiannual,Non-Smoker,Standard,Inforce,53700,0
P000356,I00255,F,2001,24,2025-06-10,2025,2026-12-31,2026,Term Life,20,1,5300000,25200,Annual,Non-Smoker,Standard,Inforce,0,0
P000357,I00256,M,1979,42,2021-05-03,2021,2026-12-31,2026,Term Life,10,5,1100000,8300,Annual,Non-Smoker,Substandard,Lapsed,0,0
P000358,I00257,M,1991,31,2022-05-16,2022,2026-12-31,2026,Whole Life,99,4,1700000,22700,Monthly,Non-Smoker,Preferred,Inforce,22600,0
P000359,I00257,M,1991,33,2024-07-21,2024,2026-12-31,2026,Term Life,20,2,4500000,17700,Annual,Non-Smoker,Preferred,Inforce,0,0
P000360,I00257,M,1991,21,2012-03-08,2012,2026-12-31,2026,Whole Life,99,14,1200000,15700,Annual,Non-Smoker,Preferred,Inforce,58000,0
P000361,I00258,M,2001,21,2022-12-10,2022,2026-12-31,2026,Term Life,15,4,2300000,12900,Monthly,Non-Smoker,Substandard,Lapsed,0,0
P000362,I00259,M,1962,61,2023-11-27,2023,2026-12-31,2026,Term Life,10,3,4500000,84700,Annual,Smoker,Substandard,Inforce,0,0
P000363,I00260,M,1996,24,2020-06-02,2020,2026-12-31,2026,Term Life,15,6,6700000,27200,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000364,I00261,F,1970,49,2019-08-23,2019,2026-12-31,2026,Term Life,30,7,2700000,13500,Annual,Non-Smoker,Preferred,Inforce,0,0
P000365,I00262,M,1962,54,2016-06-10,2016,2026-12-31,2026,Term Life,15,10,4200000,28400,Quarterly,Non-Smoker,Standard,Lapsed,0,0
P000366,I00262,M,1962,56,2018-02-07,2018,2026-12-31,2026,Term Life,20,8,1100000,8800,Monthly,Non-Smoker,Standard,Inforce,0,0
P000367,I00262,M,1962,54,2016-01-05,2016,2026-12-31,2026,Universal Life,30,10,2200000,43000,Monthly,Non-Smoker,Standard,Inforce,243400,0
P000368,I00262,M,1962,53,2015-08-23,2015,2026-12-31,2026,Term Life,20,11,4600000,32500,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000369,I00263,M,1955,63,2018-11-15,2018,2026-12-31,2026,Term Life,25,8,1200000,14300,Annual,Non-Smoker,Substandard,Inforce,0,0
P000370,I00264,F,1998,20,2018-10-16,2018,2026-12-31,2026,Universal Life,99,8,4000000,71900,Monthly,Smoker,Preferred,Inforce,365900,0
P000371,I00265,F,1959,59,2018-02-21,2018,2026-12-31,2026,Term Life,25,8,6200000,77600,Annual,Smoker,Preferred,Inforce,0,0
P000372,I00265,F,1959,59,2018-02-07,2018,2026-12-31,2026,Term Life,10,8,4600000,43900,Monthly,Smoker,Preferred,Inforce,0,0
P000373,I00266,M,1957,59,2016-10-02,2016,2026-12-31,2026,Universal Life,99,10,1000000,19700,Monthly,Non-Smoker,Standard,Inforce,127300,0
P000374,I00266,M,1957,66,2023-04-20,2023,2026-12-31,2026,Term Life,25,3,3100000,30100,Annual,Non-Smoker,Standard,Inforce,0,0
P000375,I00267,M,1955,69,2024-09-16,2024,2026-12-31,2026,Universal Life,50,2,3000000,134700,Annual,Smoker,Standard,Inforce,102000,0
P000376,I00268,M,1958,52,2010-05-16,2010,2026-12-31,2026,Term Life,25,16,3700000,25000,Semiannual,Non-Smoker,Preferred,Claimed,0,1
P000377,I00269,F,1994,25,2019-03-09,2019,2026-12-31,2026,Whole Life,99,7,1300000,40600,Quarterly,Smoker,Standard,Inforce,82100,0
P000378,I00270,M,1989,30,2019-06-28,2019,2026-12-31,2026,Whole Life,99,7,700000,13100,Quarterly,Non-Smoker,Standard,Inforce,37000,0
P000379,I00271,F,1986,37,2023-02-05,2023,2026-12-31,2026,Term Life,20,3,2300000,10800,Annual,Non-Smoker,Standard,Inforce,0,0
P000380,I00271,F,1986,29,2015-05-06,2015,2026-12-31,2026,Universal Life,50,11,3000000,36500,Annual,Non-Smoker,Standard,Claimed,334600,1
P000381,I00272,F,1996,26,2022-07-09,2022,2026-12-31,2026,Whole Life,99,4,2100000,35300,Monthly,Non-Smoker,Standard,Inforce,43400,0
P000382,I00272,F,1996,25,2021-05-26,2021,2026-12-31,2026,Term Life,20,5,3600000,15400,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000383,I00273,M,1988,24,2012-03-21,2012,2026-12-31,2026,Whole Life,99,14,2300000,41400,Annual,Non-Smoker,Standard,Surrendered,176800,0
P000384,I00273,M,1988,30,2018-08-13,2018,2026-12-31,2026,Term Life,30,8,4400000,18100,Monthly,Non-Smoker,Standard,Inforce,0,0
P000385,I00274,F,1997,18,2011-10-06,2011,2026-12-31,2026,Term Life,10,10,1700000,8200,Monthly,Non-Smoker,Standard,Inforce,0,0
P000386,I00274,F,1997,23,2020-12-26,2020,2026-12-31,2026,Term Life,30,6,1800000,8100,Monthly,Non-Smoker,Standard,Lapsed,0,0
P000387,I00275,F,1979,46,2025-06-04,2025,2026-12-31,2026,Universal Life,30,1,2000000,28700,Monthly,Non-Smoker,Preferred,Lapsed,12900,0
P000388,I00276,M,1964,51,2015-11-10,2015,2026-12-31,2026,Whole Life,99,11,3200000,92700,Semiannual,Non-Smoker,Standard,Inforce,389800,0
P000389,I00277,F,1975,42,2017-12-01,2017,2026-12-31,2026,Whole Life,99,9,5300000,109400,Quarterly,Non-Smoker,Standard,Inforce,352800,0
P000390,I00277,F,1975,48,2023-09-28,2023,2026-12-31,2026,Whole Life,99,3,6000000,137200,Annual,Non-Smoker,Standard,Inforce,106100,0
P000391,I00278,M,2000,18,2015-01-05,2015,2026-12-31,2026,Term Life,10,10,3200000,10900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000392,I00279,F,1993,26,2019-12-08,2019,2026-12-31,2026,Whole Life,99,7,500000,7000,Annual,Non-Smoker,Preferred,Inforce,25000,0
P000393,I00280,F,1981,42,2023-10-11,2023,2026-12-31,2026,Term Life,20,3,1500000,8600,Monthly,Non-Smoker,Standard,Surrendered,0,0
P000394,I00280,F,1981,34,2015-06-03,2015,2026-12-31,2026,Whole Life,99,11,1900000,37300,Annual,Non-Smoker,Standard,Lapsed,121000,0
P000395,I00281,F,1981,36,2017-12-06,2017,2026-12-31,2026,Universal Life,50,9,1800000,23600,Monthly,Non-Smoker,Standard,Lapsed,173700,0
P000396,I00281,F,1981,42,2023-02-23,2023,2026-12-31,2026,Term Life,10,3,900000,5400,Annual,Non-Smoker,Standard,Lapsed,0,0
P000397,I00282,F,1956,56,2012-03-09,2012,2026-12-31,2026,Term Life,20,14,2200000,17700,Monthly,Non-Smoker,Standard,Inforce,0,0
P000398,I00283,F,1995,27,2022-05-16,2022,2026-12-31,2026,Whole Life,99,4,1700000,23800,Annual,Non-Smoker,Preferred,Inforce,25800,0
P000399,I00284,F,2002,18,2018-03-01,2018,2026-12-31,2026,Whole Life,99,8,2300000,36900,Annual,Non-Smoker,Standard,Inforce,61000,0
P000400,I00285,F,1967,55,2022-02-24,2022,2026-12-31,2026,Term Life,20,4,2900000,21100,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000401,I00285,F,1967,58,2025-10-11,2025,2026-12-31,2026,Term Life,25,1,1400000,11000,Annual,Non-Smoker,Standard,Inforce,0,0
P000402,I00286,F,1963,54,2017-03-21,2017,2026-12-31,2026,Term Life,30,9,2500000,19700,Annual,Non-Smoker,Standard,Inforce,0,0
P000403,I00286,F,1963,61,2024-05-19,2024,2026-12-31,2026,Term Life,20,2,2600000,19400,Annual,Non-Smoker,Standard,Inforce,0,0
P000404,I00287,M,1990,34,2024-05-24,2024,2026-12-31,2026,Universal Life,30,2,1900000,28900,Annual,Non-Smoker,Standard,Inforce,30200,0
P000405,I00288,M,1976,45,2021-11-06,2021,2026-12-31,2026,Term Life,20,5,3500000,32600,Monthly,Non-Smoker,Substandard,Inforce,0,0
P000406,I00289,M,1996,22,2018-04-18,2018,2026-12-31,2026,Term Life,20,8,1600000,9900,Semiannual,Non-Smoker,Substandard,Inforce,0,0
P000407,I00290,M,1980,31,2011-06-25,2011,2026-12-31,2026,Whole Life,99,15,1900000,30400,Semiannual,Non-Smoker,Standard,Lapsed,203300,0
P000408,I00291,M,1966,50,2016-04-14,2016,2026-12-31,2026,Universal Life,99,10,1900000,26800,Quarterly,Non-Smoker,Preferred,Inforce,190200,0
P000409,I00292,F,1971,45,2016-12-17,2016,2026-12-31,2026,Universal Life,40,10,3300000,52200,Annual,Non-Smoker,Preferred,Lapsed,301800,0
P000410,I00293,M,1968,46,2014-11-21,2014,2026-12-31,2026,Term Life,10,10,2500000,25700,Monthly,Smoker,Standard,Inforce,0,0
P000411,I00293,M,1968,56,2024-05-15,2024,2026-12-31,2026,Term Life,20,2,5200000,67800,Annual,Smoker,Standard,Inforce,0,0
P000412,I00294,F,1968,48,2016-09-15,2016,2026-12-31,2026,Term Life,30,10,1100000,14100,Annual,Smoker,Substandard,Inforce,0,0
P000413,I00295,M,1988,30,2018-09-08,2018,2026-12-31,2026,Term Life,20,8,3100000,10200,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000414,I00296,F,1974,48,2022-05-09,2022,2026-12-31,2026,Term Life,15,4,4400000,28000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000415,I00297,F,1965,57,2022-01-27,2022,2026-12-31,2026,Term Life,15,4,3900000,50300,Annual,Smoker,Standard,Inforce,0,0
P000416,I00297,F,1965,58,2023-02-17,2023,2026-12-31,2026,Term Life,20,3,2900000,31500,Quarterly,Smoker,Standard,Inforce,0,0
P000417,I00298,M,1970,45,2015-11-21,2015,2026-12-31,2026,Universal Life,30,11,2900000,46400,Semiannual,Non-Smoker,Standard,Surrendered,225300,0
P000418,I00299,F,1985,31,2016-08-04,2016,2026-12-31,2026,Term Life,30,10,2600000,17000,Annual,Non-Smoker,Substandard,Inforce,0,0
P000419,I00300,M,1960,51,2011-05-22,2011,2026-12-31,2026,Whole Life,99,15,2100000,54900,Quarterly,Non-Smoker,Preferred,Inforce,400500,0
P000420,I00301,F,1973,42,2015-01-23,2015,2026-12-31,2026,Term Life,30,11,2300000,13600,Annual,Non-Smoker,Standard,Inforce,0,0
P000421,I00302,M,1991,30,2021-01-02,2021,2026-12-31,2026,Universal Life,50,5,2600000,32500,Monthly,Non-Smoker,Preferred,Inforce,116600,0
P000422,I00303,F,1958,65,2023-06-20,2023,2026-12-31,2026,Term Life,15,3,1500000,10800,Monthly,Non-Smoker,Standard,Surrendered,0,0
P000423,I00304,M,2001,18,2019-03-08,2019,2026-12-31,2026,Term Life,10,7,3200000,13700,Annual,Non-Smoker,Preferred,Inforce,0,0
P000424,I00305,F,1958,64,2022-11-23,2022,2026-12-31,2026,Universal Life,40,4,2300000,54000,Annual,Non-Smoker,Standard,Inforce,106800,0
P000425,I00305,F,1958,55,2013-05-15,2013,2026-12-31,2026,Term Life,30,13,1600000,10600,Annual,Non-Smoker,Standard,Inforce,0,0
P000426,I00305,F,1958,59,2017-03-24,2017,2026-12-31,2026,Whole Life,99,9,1900000,60500,Monthly,Non-Smoker,Standard,Inforce,173900,0
P000427,I00306,F,1974,46,2020-08-14,2020,2026-12-31,2026,Whole Life,99,6,1900000,45800,Semiannual,Non-Smoker,Preferred,Lapsed,113100,0
P000428,I00306,F,1974,46,2020-10-09,2020,2026-12-31,2026,Universal Life,99,6,2500000,34100,Annual,Non-Smoker,Preferred,Inforce,89100,0
P000429,I00306,F,1974,41,2015-12-28,2015,2026-12-31,2026,Whole Life,99,11,1500000,25600,Annual,Non-Smoker,Preferred,Inforce,122600,0
P000430,I00307,M,1964,55,2019-08-07,2019,2026-12-31,2026,Term Life,25,7,3600000,19500,Annual,Non-Smoker,Preferred,Inforce,0,0
P000431,I00308,M,1978,44,2022-10-15,2022,2026-12-31,2026,Universal Life,99,4,1200000,19600,Monthly,Non-Smoker,Preferred,Inforce,34600,0
P000432,I00309,M,1989,27,2016-01-05,2016,2026-12-31,2026,Term Life,20,10,9300000,32700,Annual,Non-Smoker,Preferred,Inforce,0,0
P000433,I00309,M,1989,31,2020-02-27,2020,2026-12-31,2026,Whole Life,99,6,1700000,23700,Annual,Non-Smoker,Preferred,Lapsed,53000,0
P000434,I00310,M,1980,40,2020-02-08,2020,2026-12-31,2026,Term Life,10,6,2400000,13000,Monthly,Non-Smoker,Standard,Inforce,0,0
P000435,I00311,F,1991,22,2013-12-20,2013,2026-12-31,2026,Whole Life,99,13,1100000,22100,Quarterly,Non-Smoker,Standard,Inforce,89000,0
P000436,I00312,M,1992,21,2013-03-18,2013,2026-12-31,2026,Universal Life,50,13,3100000,40000,Annual,Non-Smoker,Standard,Claimed,374500,1
P000437,I00313,M,1975,35,2010-10-07,2010,2026-12-31,2026,Term Life,30,16,3300000,12800,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000438,I00314,M,1994,28,2022-01-19,2022,2026-12-31,2026,Universal Life,50,4,1300000,14300,Quarterly,Non-Smoker,Preferred,Lapsed,20500,0
P000439,I00314,M,1994,30,2024-07-08,2024,2026-12-31,2026,Term Life,20,2,3000000,12000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000440,I00314,M,1994,22,2016-10-25,2016,2026-12-31,2026,Term Life,15,10,1200000,5100,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000441,I00315,F,1993,29,2022-10-10,2022,2026-12-31,2026,Whole Life,99,4,1100000,19100,Annual,Non-Smoker,Standard,Inforce,15700,0
P000442,I00315,F,1993,19,2012-03-16,2012,2026-12-31,2026,Term Life,10,10,2500000,9900,Monthly,Non-Smoker,Standard,Inforce,0,0
P000443,I00316,M,1975,38,2013-08-09,2013,2026-12-31,2026,Universal Life,30,13,2400000,31800,Annual,Non-Smoker,Standard,Lapsed,252500,0
P000444,I00317,M,1964,55,2019-03-07,2019,2026-12-31,2026,Term Life,25,7,3300000,35600,Quarterly,Non-Smoker,Substandard,Lapsed,0,0
P000445,I00318,M,1992,21,2013-01-22,2013,2026-12-31,2026,Term Life,20,13,2100000,14300,Annual,Non-Smoker,Substandard,Inforce,0,0
P000446,I00318,M,1992,31,2023-06-07,2023,2026-12-31,2026,Term Life,10,3,2600000,15200,Annual,Non-Smoker,Substandard,Surrendered,0,0
P000447,I00319,M,2000,19,2019-07-06,2019,2026-12-31,2026,Term Life,20,7,3000000,12100,Annual,Non-Smoker,Standard,Inforce,0,0
P000448,I00320,F,1958,57,2015-01-21,2015,2026-12-31,2026,Term Life,25,11,2400000,18100,Annual,Non-Smoker,Standard,Inforce,0,0
P000449,I00321,M,1999,18,2012-07-02,2012,2026-12-31,2026,Whole Life,99,14,1600000,23200,Annual,Non-Smoker,Preferred,Inforce,109100,0
P000450,I00322,M,1974,51,2025-04-18,2025,2026-12-31,2026,Universal Life,40,1,3100000,102000,Monthly,Smoker,Standard,Inforce,59300,0
P000451,I00323,F,1971,46,2017-12-16,2017,2026-12-31,2026,Universal Life,99,9,4300000,77200,Monthly,Non-Smoker,Standard,Inforce,577200,0
P000452,I00324,F,1961,62,2023-05-08,2023,2026-12-31,2026,Whole Life,99,3,3200000,113100,Annual,Non-Smoker,Standard,Inforce,75300,0
P000453,I00325,M,1958,55,2013-12-08,2013,2026-12-31,2026,Whole Life,99,13,1600000,42700,Monthly,Non-Smoker,Preferred,Surrendered,250500,0
P000454,I00325,M,1958,64,2022-02-22,2022,2026-12-31,2026,Term Life,20,4,1900000,14300,Annual,Non-Smoker,Preferred,Inforce,0,0
P000455,I00325,M,1958,64,2022-07-01,2022,2026-12-31,2026,Term Life,20,4,2800000,19800,Annual,Non-Smoker,Preferred,Inforce,0,0
P000456,I00326,F,1983,41,2024-10-13,2024,2026-12-31,2026,Term Life,25,2,1300000,7000,Annual,Non-Smoker,Standard,Inforce,0,0
P000457,I00326,F,1983,37,2020-07-27,2020,2026-12-31,2026,Term Life,10,6,4700000,23800,Annual,Non-Smoker,Standard,Inforce,0,0
P000458,I00327,F,1968,49,2017-11-14,2017,2026-12-31,2026,Whole Life,99,9,2800000,82600,Annual,Non-Smoker,Standard,Inforce,403400,0
P000459,I00328,M,1957,55,2012-03-20,2012,2026-12-31,2026,Term Life,20,14,3000000,23000,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000460,I00329,F,1978,45,2023-05-02,2023,2026-12-31,2026,Universal Life,40,3,2500000,47300,Annual,Non-Smoker,Standard,Inforce,120600,0
P000461,I00330,F,1991,31,2022-03-25,2022,2026-12-31,2026,Term Life,20,4,1400000,6100,Semiannual,Non-Smoker,Preferred,Lapsed,0,0
P000462,I00331,M,1970,53,2023-04-01,2023,2026-12-31,2026,Whole Life,99,3,1300000,31400,Quarterly,Non-Smoker,Preferred,Inforce,49000,0
P000463,I00332,M,1958,63,2021-07-31,2021,2026-12-31,2026,Whole Life,99,5,2400000,89400,Annual,Non-Smoker,Standard,Inforce,106000,0
P000464,I00332,M,1958,63,2021-01-13,2021,2026-12-31,2026,Whole Life,99,5,3800000,139500,Monthly,Non-Smoker,Standard,Inforce,263600,0
P000465,I00333,M,1978,40,2018-04-02,2018,2026-12-31,2026,Whole Life,99,8,2600000,52200,Monthly,Non-Smoker,Standard,Inforce,165600,0
P000466,I00334,F,1988,30,2018-06-20,2018,2026-12-31,2026,Whole Life,99,8,3300000,90600,Quarterly,Non-Smoker,Substandard,Inforce,388500,0
P000467,I00335,F,1984,34,2018-07-30,2018,2026-12-31,2026,Term Life,25,8,1800000,6900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000468,I00336,F,1972,50,2022-12-09,2022,2026-12-31,2026,Universal Life,40,4,1600000,57500,Semiannual,Smoker,Standard,Inforce,119200,0
P000469,I00337,M,1973,45,2018-05-08,2018,2026-12-31,2026,Universal Life,40,8,3000000,49600,Quarterly,Non-Smoker,Standard,Inforce,153900,0
P000470,I00337,M,1973,48,2021-05-17,2021,2026-12-31,2026,Term Life,30,5,1600000,11600,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000471,I00338,F,1985,30,2015-03-23,2015,2026-12-31,2026,Term Life,30,11,1400000,5900,Annual,Non-Smoker,Standard,Inforce,0,0
P000472,I00339,F,1973,46,2019-12-26,2019,2026-12-31,2026,Whole Life,99,7,4400000,81900,Quarterly,Non-Smoker,Preferred,Inforce,160900,0
P000473,I00340,M,2003,21,2024-02-25,2024,2026-12-31,2026,Universal Life,40,2,3400000,69800,Quarterly,Smoker,Standard,Inforce,114900,0
P000474,I00341,M,2000,23,2023-07-15,2023,2026-12-31,2026,Whole Life,99,3,2200000,41400,Semiannual,Non-Smoker,Standard,Inforce,51900,0
P000475,I00342,F,1973,48,2021-01-20,2021,2026-12-31,2026,Term Life,20,5,2400000,17200,Annual,Non-Smoker,Standard,Inforce,0,0
P000476,I00343,M,1976,39,2015-08-29,2015,2026-12-31,2026,Term Life,20,11,1000000,6200,Annual,Non-Smoker,Standard,Inforce,0,0
P000477,I00344,F,1978,43,2021-04-24,2021,2026-12-31,2026,Universal Life,99,5,2300000,51900,Annual,Non-Smoker,Substandard,Inforce,127100,0
P000478,I00345,M,1999,25,2024-04-12,2024,2026-12-31,2026,Term Life,10,2,2200000,15400,Quarterly,Smoker,Preferred,Inforce,0,0
P000479,I00346,M,1966,56,2022-08-24,2022,2026-12-31,2026,Whole Life,99,4,2300000,71900,Quarterly,Non-Smoker,Standard,Lapsed,131000,0
P000480,I00347,M,1984,39,2023-06-29,2023,2026-12-31,2026,Term Life,10,3,2500000,13100,Monthly,Non-Smoker,Standard,Inforce,0,0
P000481,I00348,M,1992,20,2012-06-05,2012,2026-12-31,2026,Whole Life,99,14,2100000,63500,Monthly,Smoker,Standard,Inforce,339300,0
P000482,I00349,F,1985,30,2015-04-27,2015,2026-12-31,2026,Whole Life,99,11,1900000,36800,Annual,Non-Smoker,Standard,Inforce,149500,0
P000483,I00350,M,1990,26,2016-04-24,2016,2026-12-31,2026,Whole Life,99,10,2000000,31600,Annual,Non-Smoker,Preferred,Inforce,138000,0
P000484,I00351,F,1973,48,2021-01-13,2021,2026-12-31,2026,Term Life,25,5,4200000,23600,Annual,Non-Smoker,Preferred,Inforce,0,0
P000485,I00352,F,2002,21,2023-12-04,2023,2026-12-31,2026,Term Life,20,3,2500000,16500,Monthly,Non-Smoker,Substandard,Lapsed,0,0
P000486,I00352,F,2002,18,2019-04-09,2019,2026-12-31,2026,Term Life,20,7,3900000,26200,Annual,Non-Smoker,Substandard,Inforce,0,0
P000487,I00353,F,1999,22,2021-07-24,2021,2026-12-31,2026,Whole Life,99,5,600000,10300,Monthly,Non-Smoker,Preferred,Inforce,24200,0
P000488,I00354,M,1990,35,2025-06-18,2025,2026-12-31,2026,Term Life,20,1,2000000,10000,Monthly,Non-Smoker,Standard,Inforce,0,0
P000489,I00355,F,1984,31,2015-05-23,2015,2026-12-31,2026,Term Life,20,11,2700000,20700,Semiannual,Smoker,Standard,Inforce,0,0
P000490,I00356,F,2003,18,2016-02-05,2016,2026-12-31,2026,Whole Life,99,10,1500000,24000,Monthly,Non-Smoker,Preferred,Inforce,112400,0
P000491,I00357,M,1987,30,2017-05-23,2017,2026-12-31,2026,Whole Life,99,9,3200000,49700,Annual,Non-Smoker,Preferred,Lapsed,237900,0
P000492,I00358,M,1972,44,2016-06-28,2016,2026-12-31,2026,Term Life,20,10,2200000,12300,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000493,I00359,F,2003,18,2016-11-24,2016,2026-12-31,2026,Whole Life,99,10,1000000,17700,Semiannual,Non-Smoker,Standard,Inforce,62000,0
P000494,I00359,F,2003,18,2019-09-18,2019,2026-12-31,2026,Term Life,10,7,2100000,10100,Annual,Non-Smoker,Standard,Inforce,0,0
P000495,I00359,F,2003,20,2023-07-24,2023,2026-12-31,2026,Term Life,25,3,1900000,9700,Monthly,Non-Smoker,Standard,Inforce,0,0
P000496,I00360,F,1982,42,2024-12-13,2024,2026-12-31,2026,Term Life,30,2,2200000,13100,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000497,I00361,M,2001,18,2016-10-01,2016,2026-12-31,2026,Universal Life,99,10,2200000,40500,Quarterly,Smoker,Preferred,Inforce,202000,0
P000498,I00362,F,1965,58,2023-06-19,2023,2026-12-31,2026,Term Life,15,3,2000000,14300,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000499,I00363,F,1999,19,2018-01-15,2018,2026-12-31,2026,Term Life,10,8,4600000,22600,Annual,Non-Smoker,Standard,Inforce,0,0
P000500,I00364,F,1987,32,2019-03-01,2019,2026-12-31,2026,Term Life,15,7,2100000,8800,Annual,Non-Smoker,Standard,Inforce,0,0
P000501,I00365,F,1971,48,2019-05-14,2019,2026-12-31,2026,Whole Life,99,7,3400000,64500,Semiannual,Non-Smoker,Preferred,Inforce,225800,0
P000502,I00365,F,1971,39,2010-04-02,2010,2026-12-31,2026,Term Life,20,16,3100000,13000,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000503,I00365,F,1971,43,2014-10-25,2014,2026-12-31,2026,Universal Life,40,12,2800000,44600,Quarterly,Non-Smoker,Preferred,Inforce,415700,0
P000504,I00366,F,1960,62,2022-05-16,2022,2026-12-31,2026,Universal Life,50,4,1600000,54600,Annual,Smoker,Standard,Inforce,140600,0
P000505,I00367,M,1958,56,2014-01-20,2014,2026-12-31,2026,Universal Life,40,12,2400000,74400,Semiannual,Smoker,Preferred,Inforce,746600,0
P000506,I00367,M,1958,62,2020-02-25,2020,2026-12-31,2026,Whole Life,99,6,1300000,61000,Semiannual,Smoker,Preferred,Inforce,110000,0
P000507,I00367,M,1958,65,2023-11-02,2023,2026-12-31,2026,Term Life,20,3,2000000,20200,Semiannual,Smoker,Preferred,Inforce,0,0
P000508,I00368,M,1974,46,2020-08-10,2020,2026-12-31,2026,Whole Life,99,6,2100000,49300,Monthly,Non-Smoker,Standard,Inforce,139700,0
P000509,I00368,M,1974,49,2023-06-26,2023,2026-12-31,2026,Whole Life,99,3,800000,18900,Annual,Non-Smoker,Standard,Inforce,25000,0
P000510,I00369,M,2002,18,2014-06-10,2014,2026-12-31,2026,Term Life,10,10,1500000,9700,Annual,Non-Smoker,Substandard,Inforce,0,0
P000511,I00370,F,2001,22,2023-08-12,2023,2026-12-31,2026,Universal Life,99,3,1100000,12600,Monthly,Non-Smoker,Standard,Inforce,25800,0
P000512,I00371,F,1981,39,2020-11-06,2020,2026-12-31,2026,Universal Life,50,6,2500000,37000,Monthly,Non-Smoker,Preferred,Inforce,181200,0
P000513,I00371,F,1981,41,2022-09-19,2022,2026-12-31,2026,Term Life,10,4,1400000,7800,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000514,I00372,M,1969,55,2024-02-29,2024,2026-12-31,2026,Term Life,20,2,2600000,16800,Annual,Non-Smoker,Standard,Inforce,0,0
P000515,I00373,F,1960,62,2022-07-17,2022,2026-12-31,2026,Whole Life,99,4,700000,25000,Annual,Non-Smoker,Standard,Inforce,37800,0
P000516,I00374,F,2001,18,2018-10-23,2018,2026-12-31,2026,Whole Life,99,8,1900000,58200,Quarterly,Smoker,Standard,Inforce,175900,0
P000517,I00375,F,1968,49,2017-04-08,2017,2026-12-31,2026,Term Life,30,9,1800000,17900,Annual,Smoker,Standard,Inforce,0,0
P000518,I00376,M,1965,51,2016-05-10,2016,2026-12-31,2026,Term Life,25,10,3600000,20000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000519,I00377,F,1993,26,2019-01-23,2019,2026-12-31,2026,Whole Life,99,7,1900000,32200,Annual,Non-Smoker,Preferred,Inforce,119000,0
P000520,I00377,F,1993,30,2023-12-29,2023,2026-12-31,2026,Term Life,20,3,1600000,6100,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000521,I00378,M,1963,50,2013-08-12,2013,2026-12-31,2026,Term Life,30,13,1000000,7100,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000522,I00379,M,1980,37,2017-01-01,2017,2026-12-31,2026,Term Life,30,9,11500000,58600,Annual,Non-Smoker,Standard,Lapsed,0,0
P000523,I00379,M,1980,31,2011-09-24,2011,2026-12-31,2026,Universal Life,50,15,4700000,65900,Monthly,Non-Smoker,Standard,Inforce,394800,0
P000524,I00380,M,1970,53,2023-10-03,2023,2026-12-31,2026,Universal Life,50,3,1500000,45100,Quarterly,Smoker,Preferred,Inforce,66400,0
P000525,I00381,M,1959,60,2019-12-18,2019,2026-12-31,2026,Term Life,10,7,1800000,23900,Monthly,Smoker,Standard,Inforce,0,0
P000526,I00382,M,1964,56,2020-12-09,2020,2026-12-31,2026,Term Life,10,6,2400000,16700,Annual,Non-Smoker,Standard,Lapsed,0,0
P000527,I00383,F,1957,66,2023-04-11,2023,2026-12-31,2026,Term Life,30,3,2400000,32100,Annual,Non-Smoker,Substandard,Inforce,0,0
P000528,I00384,M,1967,52,2019-07-06,2019,2026-12-31,2026,Term Life,30,7,1500000,11800,Annual,Non-Smoker,Standard,Lapsed,0,0
P000529,I00384,M,1967,54,2021-08-09,2021,2026-12-31,2026,Universal Life,99,5,1300000,23600,Monthly,Non-Smoker,Standard,Inforce,79200,0
P000530,I00385,F,1997,21,2018-02-05,2018,2026-12-31,2026,Term Life,15,8,2200000,8800,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000531,I00385,F,1997,20,2017-12-07,2017,2026-12-31,2026,Term Life,20,9,1900000,8000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000532,I00386,M,2003,21,2024-06-18,2024,2026-12-31,2026,Term Life,20,2,4800000,19500,Annual,Non-Smoker,Preferred,Inforce,0,0
